"","influenza_lin"
"2623",741.709297912714
"2624",741.709297912714
"2625",741.709297912714
"2626",741.709297912714
"2627",741.709297912714
"2628",741.709297912714
"2629",741.709297912714
"2630",741.709297912714
"2631",741.709297912714
"2632",741.709297912714
"2633",741.709297912714
"2634",741.709297912714
"2635",741.709297912714
"2636",741.709297912714
"2637",839.700966702471
"2638",741.709297912714
"2639",741.709297912714
"2640",741.709297912714
"2641",741.709297912714
"2642",741.709297912714
"2643",741.709297912714
"2644",741.709297912714
"2645",741.709297912714
"2646",741.709297912714
"2647",741.709297912714
"2648",741.709297912714
"2649",741.709297912714
"2650",741.709297912714
"2651",741.709297912714
"2652",741.709297912714
"2653",741.709297912714
"2654",741.709297912714
"2655",741.709297912714
"2656",741.709297912714
"2657",741.709297912714
"2658",741.709297912714
"2659",741.709297912714
"2660",741.709297912714
"2661",741.709297912714
"2662",741.709297912714
"2663",741.709297912714
"2664",741.709297912714
"2665",741.709297912714
"2666",741.709297912714
"2667",741.709297912714
"2668",741.709297912714
"2669",741.709297912714
"2670",741.709297912714
"2671",741.709297912714
"2672",741.709297912714
"2673",741.709297912714
"2674",741.709297912714
"2675",741.709297912714
"2676",795.281383519837
"2677",741.709297912714
"2678",741.709297912714
"2679",741.709297912714
"2680",741.709297912714
"2681",741.709297912714
"2682",741.709297912714
"2683",741.709297912714
"2684",741.709297912714
"2685",798.69391091132
"2686",798.69391091132
"2687",798.69391091132
"2688",798.69391091132
"2689",798.69391091132
"2690",798.69391091132
"2691",798.69391091132
"2692",798.69391091132
"2693",798.69391091132
"2694",798.69391091132
"2695",798.69391091132
"2696",798.69391091132
"2697",798.69391091132
"2698",798.69391091132
"2699",798.69391091132
"2700",798.69391091132
"2701",798.69391091132
"2702",798.69391091132
"2703",798.69391091132
"2704",798.69391091132
"2705",798.69391091132
"2706",798.69391091132
"2707",798.69391091132
"2708",798.69391091132
"2709",798.69391091132
"2710",798.69391091132
"2711",798.69391091132
"2712",798.69391091132
"2713",798.69391091132
"2714",798.69391091132
"2715",798.69391091132
"2716",798.69391091132
"2717",798.69391091132
"2718",798.69391091132
"2719",798.69391091132
"2720",798.69391091132
"2721",798.69391091132
"2722",798.69391091132
"2723",798.69391091132
"2724",756.348297213622
"2725",756.348297213622
"2726",756.348297213622
"2727",756.348297213622
"2728",756.348297213622
"2729",756.348297213622
"2730",776.790143084261
"2731",776.790143084261
"2732",756.348297213622
"2733",756.348297213622
"2734",756.348297213622
"2735",756.348297213622
"2736",756.348297213622
"2737",776.790143084261
"2738",756.348297213622
"2739",756.348297213622
"2740",756.348297213622
"2741",756.348297213622
"2742",756.348297213622
"2743",776.790143084261
"2744",756.348297213622
"2745",727.897206703911
"2746",727.897206703911
"2747",727.897206703911
"2748",727.897206703911
"2749",727.897206703911
"2750",727.897206703911
"2751",727.897206703911
"2752",939.730256040389
"2753",962.168123076923
"2754",1022.84652623315
"2755",1026.87718376461
"2756",1013.30084251458
"2757",978.792537874045
"2758",1009.37585539057
"2759",1036.6816072139
"2760",983.966771554437
"2761",982.729855436832
"2762",672.830364058869
"2763",1031.75610399894
"2764",1002.90134701732
"2765",901.166109510086
"2766",754.086621008971
"2767",837.631629701061
"2768",898.886512590548
"2769",915.090249326934
"2770",938.376665466331
"2771",950.238969247599
"2772",1006.516801854
"2773",948.854958125986
"2774",909.130829166182
"2775",1091.99832378824
"2776",1015.40667619171
"2777",918.315047574298
"2778",910.825585459629
"2779",951.858760501644
"2780",935.233401124536
"2781",953.716725631329
"2782",930.336308461264
"2783",961.931339977852
"2784",964.304428271864
"2785",1017.78622575186
"2786",929.009625668449
"2787",912.313688878516
"2788",1117.92020592021
"2789",1073.11132463967
"2790",1086.53453787352
"2791",894.771202930067
"2792",1022.31149470381
"2793",1112.51117119681
"2794",935.681149012567
"2795",904.502603262756
"2796",874.551515829511
"2797",694.837436672296
