"","corona_lin"
"1364",357.587301587302
"1365",357.587301587302
"1366",357.587301587302
"1367",357.587301587302
"1368",357.587301587302
"1369",357.587301587302
"1370",357.587301587302
"1371",357.587301587302
"1372",357.587301587302
"1373",357.587301587302
"1374",357.587301587302
"1375",357.587301587302
"1376",357.587301587302
"1377",357.587301587302
"1378",357.587301587302
"1379",417.888701517707
"1380",417.888701517707
"1381",417.888701517707
"1382",417.888701517707
"1383",417.888701517707
"1384",417.888701517707
"1385",417.888701517707
"1386",417.888701517707
"1387",417.888701517707
"1388",417.888701517707
"1389",417.888701517707
"1390",417.888701517707
"1391",275.189339255969
"1392",324.249918220478
"1393",324.249918220478
"1394",324.249918220478
"1395",324.249918220478
"1396",449.232721504645
"1397",479.203287406333
"1398",594.085705723704
"1399",484.828564441184
"1400",341.981024667932
"1401",421.173571276822
"1402",461.78989051945
"1403",512.927296248383
"1404",463.084326092035
"1405",561.445482866044
"1406",465.039643443584
"1407",481.063819461296
"1408",490.830403565239
"1409",575.795527156549
