"","influenza_mar"
"925",0.000162382577804499
"926",0.000652244311755928
"927",0.0001629842665253
"928",0.000379615676357485
"929",5.43170278420962e-05
"930",0.000108533171456854
"931",0.000108533171456862
"932",0.000108747249224505
"933",0.000380533521349413
"934",5.4317027842096e-05
"935",0.00010853317145685
"936",5.43170278420883e-05
"937",0.000162512876591976
"938",0.00027021755867133
"939",0.000162785701608915
"940",0.000162915078619433
"941",0.000216073243492615
"942",0.000108533171456853
"943",0.000216581927318001
"944",5.4317027842094e-05
"945",5.43170278420898e-05
"946",0.000216581927317999
"947",5.43170278420947e-05
"948",0.000430522995488938
"949",0.0001628891476039
"950",0.00026930547367142
"951",0.000107939247628854
"952",0.000107070223903426
"953",0.000107875099202518
"954",0.000216571283288938
"955",0.000108001196303659
"956",0.000270272665302434
"957",5.37137531893282e-05
"958",0.00016240642367514
"959",5.3713753189325e-05
"960",0.000271438587412373
"961",5.37137531893345e-05
"962",5.3713753189322e-05
"963",0.000161008491301743
"964",0.000107244783338654
"965",0.000107883684107194
"966",0.000271031708990627
"967",5.34889958473563e-05
"968",5.34889958473629e-05
"969",5.34889958473577e-05
"970",0.000271031708990628
"971",5.34889958473562e-05
"972",5.34889958473628e-05
"973",0.000270248612103044
"974",0.000216271012895746
"975",0.00021627101289576
"976",5.34889958473592e-05
"977",0.000376087169533906
"978",0.000107446735230413
"979",5.34889958473607e-05
"980",5.34889958473562e-05
"981",0.000107677388074627
"982",0.000107902984855339
"983",0.000216354465546108
"984",5.37137531893267e-05
"985",5.37137531893311e-05
"986",5.37137531893287e-05
"987",0.000216273730651683
"988",5.37137531893287e-05
"989",5.37137531893308e-05
"990",5.34889958473626e-05
"991",5.34889958473576e-05
"992",5.34889958473603e-05
"993",5.34889958473591e-05
"994",5.33642560033053e-05
"995",0.000159429915124616
"996",5.33642560033019e-05
"997",0.000105805307014111
"998",5.33642560033075e-05
"999",0.000105805307014114
"1000",5.33642560033118e-05
"1001",5.33642560033026e-05
"1002",0.000105805307014117
"1003",0.000213638348335207
"1004",5.33642560033078e-05
"1005",0.000215283332368577
"1006",5.33642560033055e-05
"1007",5.33642560033058e-05
"1008",5.33642560033114e-05
"1009",5.3364256003296e-05
"1010",0.000107789240191036
"1011",5.33642560033108e-05
"1012",5.33642560033023e-05
"1013",0.000267647652625458
"1014",5.33642560033086e-05
"1015",5.33642560033113e-05
"1016",0.000162168383411072
"1017",0.000161088177231819
"1018",5.33642560033135e-05
"1019",0.000107584705056837
"1020",0.000270190762541483
"1021",0.00021597246427894
"1022",0.000270429862091357
"1023",5.33642560033114e-05
"1024",0.00010766931453014
"1025",5.33642560033094e-05
"1026",0.000107812437157419
"1027",5.33642560033068e-05
"1028",0.000107700864900192
"1029",0.00016001251211022
"1030",5.33642560033099e-05
"1031",5.3364256003308e-05
"1032",0.00032159108823894
"1033",0.000267436171306292
"1034",5.33642560033066e-05
"1035",5.33642560033128e-05
"1036",5.39340147825185e-05
