"","corona_sub"
"1272",11695489.7453506
"1273",11695489.7453506
"1274",11695489.7453506
"1275",11695489.7453506
"1276",11695489.7453506
"1277",11695489.7453506
"1278",11695489.7453506
"1279",11695489.7453506
"1280",11695489.7453506
"1281",11695489.7453506
"1282",11695489.7453506
"1283",11695489.7453506
"1284",11695489.7453506
"1285",11695489.7453506
"1286",11695489.7453506
"1287",11695489.7453506
"1288",11695489.7453506
"1289",11695489.7453507
"1290",11695489.7453506
"1291",11695489.7453506
"1292",11695489.7453506
"1293",11695489.7453506
"1294",11695489.7453506
"1295",11695489.7453506
"1296",11695489.7453506
"1297",11695489.7453506
"1298",11695489.7453506
"1299",11695489.7453506
"1300",11695489.7453506
"1301",11695489.7453506
"1302",11695489.7453506
"1303",11695489.7453506
"1304",11695489.7453506
"1305",11695489.7453506
"1306",11695489.7453506
"1307",11695489.7453506
"1308",11695489.7453506
"1309",11695489.7453506
"1310",11695489.7453506
"1311",11695489.7453506
"1312",11695489.7453506
"1313",11695489.7453506
"1314",11695489.7453506
"1315",11695489.7453506
"1316",11695489.7453506
"1317",11695489.7453506
"1318",11695489.7453506
"1319",11695489.7453506
"1320",11695489.7453506
"1321",11695489.7453506
"1322",11695489.7453506
"1323",11695489.7453506
"1324",11695489.7453506
"1325",11695489.7453506
"1326",11695489.7453506
"1327",11695489.7453506
"1328",11695489.7453506
"1329",11695489.7453506
"1330",11695489.7453506
"1331",11695489.7453506
"1332",11695489.7453506
"1333",11695489.7453506
"1334",11695489.7453506
"1335",11695489.7453506
"1336",349407.46422203
"1337",349407.464222029
"1338",349407.46422203
"1339",349407.464222029
"1340",349407.46422203
"1341",349407.464222031
"1342",349407.464222029
"1343",349407.46422203
"1344",349407.464222031
"1345",349407.46422203
"1346",349407.46422203
"1347",349407.46422203
"1348",349407.46422203
"1349",349407.464222029
"1350",349407.464222031
"1351",349407.464222029
"1352",349407.464222029
"1353",349407.464222029
"1354",349407.464222029
"1355",349407.46422203
"1356",7694.54875141692
"1357",7694.54875141691
"1358",7694.54875141692
"1359",7694.54875141691
"1360",7694.54875141691
"1361",7694.54875141691
"1362",7694.54875141692
"1363",7694.54875141691
"1364",7694.54875141692
"1365",7694.5487514169
"1366",7694.54875141691
"1367",7694.54875141693
"1368",7694.54875141691
"1369",7694.54875141692
"1370",7694.5487514169
"1371",7694.5487514169
"1372",7694.5487514169
"1373",7694.5487514169
"1374",7694.54875141692
"1375",7694.5487514169
"1376",7694.54875141692
"1377",7694.54875141691
"1378",7694.54875141691
"1379",6216768.16164395
"1380",6216768.16164394
"1381",6216768.16164395
"1382",6216768.16164396
"1383",6216768.16164395
"1384",6216768.16164394
"1385",6216768.16164396
"1386",6216768.16164394
"1387",6216768.16164394
"1388",6216768.16164396
"1389",6216768.16164394
"1390",6216768.16164394
"1391",654.751572441314
"1392",7070.32577039716
"1393",7070.32577039716
"1394",7070.32577039716
"1395",7070.32577039716
"1396",5097803.49799749
"1397",4498695.44120714
"1398",3538863749.78565
"1399",204381175.859802
"1400",361134.674643089
"1401",4012862.37212526
"1402",5823316.39478703
"1403",444616881.306273
"1404",12005576.1515395
"1405",5423282703.99936
"1406",42217776.2540896
"1407",167244535.069595
"1408",160270467.810397
"1409",6835344600.39307
