"V1","V2"
"1321","1409"
"1322","1409"
"1323","1409"
"1324","1409"
"1325","1409"
"1069","1409"
"1326","1409"
"1327","1409"
"1328","1409"
"1329","1409"
"780","1409"
"1330","1409"
"1071","1409"
"1072","1409"
"782","1409"
"1331","1409"
"1332","1409"
"1333","1409"
"1334","1409"
"1335","1409"
"1076","1409"
"1336","1399"
"572","1399"
"1337","1399"
"1338","1399"
"1339","1399"
"876","1399"
"706","1399"
"1340","1399"
"1341","1399"
"642","1399"
"1342","1399"
"1343","1399"
"1344","1399"
"1345","1399"
"1346","1399"
"1347","1399"
"1348","1399"
"1028","1399"
"1349","1399"
"1350","1399"
"1351","1399"
"1352","1399"
"1353","1399"
"1354","1399"
"1355","1399"
"1070","1399"
"169","1401"
"698","1401"
"987","1399"
"1031","1396"
"1356","1397"
"1357","1397"
"1358","1397"
"711","1397"
"1359","1397"
"1360","1397"
"1361","1397"
"1362","1397"
"1363","1397"
"428","1397"
"1186","1397"
"1364","1397"
"779","1397"
"1365","1397"
"1366","1397"
"1367","1397"
"1368","1397"
"1204","1397"
"648","1397"
"877","1397"
"1369","1397"
"1370","1397"
"289","1397"
"1371","1397"
"1372","1397"
"1373","1397"
"1374","1397"
"1375","1397"
"1376","1397"
"1377","1397"
"1378","1397"
"523","1397"
"367","1397"
"1379","1398"
"1380","1398"
"849","1398"
"1381","1398"
"1382","1398"
"1383","1398"
"1384","1398"
"1385","1398"
"1386","1398"
"1387","1398"
"1388","1398"
"1389","1398"
"1390","1398"
"550","1398"
"1391","1400"
"1392","1401"
"1393","1401"
"1394","1401"
"1395","1401"
